applicant_id,age,years_employed,num_dependents,education_level,marital_status,annual_income,monthly_income,other_income,total_debt,monthly_debt_payment,num_open_loans,loan_amount,loan_purpose,credit_limit,credit_used,num_credit_lines,credit_age_years,num_late_payments,num_missed_payments,num_credit_inquiries,num_bankruptcies,num_collections,debt_to_income,monthly_payment_ratio,loan_to_income,debt_per_loan,credit_utilization,available_credit,credit_per_line,payment_history_score,missed_to_late_ratio,total_derogatory,total_income,income_per_dependent,income_stability,financial_maturity,employment_ratio,credit_age_income,net_worth_proxy,debt_coverage_ratio,creditworthy,credit_score,risk_tier
APL00355,55,9.1,0,Bachelor,Married,57950.57,4829.21,1495.57,6399.76,204.71,2,84071.09,Home,36748.47,11925.18,9,6.0,2,2,1,0,0,0.110435,0.04239,1.450738,2133.25,0.324508,24823.29,1325.02,0.142857,0.666667,6.5,75897.41,75897.41,99.803,495,0.233333,65.8042,51550.81,23.5905,0,696,Fair
APL00356,56,15.8,2,PhD,Divorced,40871.18,3405.93,872.82,33826.64,390.69,2,11112.93,Personal,11333.62,3593.84,11,1.1,1,0,2,1,0,0.82764,0.114709,0.271901,11275.55,0.317096,7739.78,326.71,0.5,0.0,5.0,51345.02,17115.01,167.7676,616,0.395,11.68,7044.54,8.7177,0,655,Fair
APL00357,36,4.7,3,High School,Married,31401.34,2616.78,74.07,4116.58,129.0,0,29668.69,Education,20377.13,13051.46,13,16.5,5,0,3,0,0,0.131096,0.049297,0.944822,4116.58,0.640495,7325.67,1003.96,0.166667,0.0,6.5,32290.18,8072.54,48.6668,468,0.235,170.8515,27284.76,20.2851,0,679,Fair
APL00358,57,13.0,0,High School,Single,64853.23,5404.44,299.86,26833.33,1011.1,4,3461.02,Personal,500.0,182.78,12,16.9,2,0,0,0,0,0.413755,0.187087,0.053367,5366.67,0.36556,317.22,15.23,0.333333,0.0,2.0,68451.55,68451.55,144.0387,684,0.317073,187.2503,38019.9,5.3451,1,726,Good
APL00359,39,2.0,2,Bachelor,Single,24851.03,2070.92,72.94,3976.99,103.19,3,33676.78,Education,17936.16,3369.27,10,17.4,2,0,0,0,0,0.160033,0.049828,1.355146,994.25,0.187848,14566.89,336.93,0.333333,0.0,2.0,25726.31,8575.44,20.2414,390,0.086957,176.1001,20874.04,20.069,1,711,Good
APL00360,24,11.3,0,High School,Single,64494.41,5374.53,908.31,13577.92,309.53,0,12504.71,Personal,22406.93,3533.54,1,11.8,0,4,2,0,0,0.210529,0.057592,0.193888,13577.92,0.157699,18873.39,3533.54,0.111111,4.0,9.0,75394.13,75394.13,125.1401,24,1.4125,130.6773,50916.49,17.3635,0,692,Fair
APL00361,39,6.8,0,Bachelor,Married,44177.58,3681.46,950.25,2997.58,115.51,2,22225.13,Personal,22525.96,16596.7,4,4.8,1,0,1,1,0,0.067853,0.031376,0.503086,999.19,0.736781,5929.26,4149.17,0.5,0.0,4.5,55580.58,55580.58,72.7328,156,0.295652,51.3408,41180.0,31.8714,0,678,Fair
APL00362,61,29.1,1,None,Single,28034.07,2336.17,28.63,6012.47,238.86,3,16524.34,Business,19970.29,8845.81,12,11.0,1,0,2,0,0,0.21447,0.102244,0.589438,1503.12,0.442948,11124.48,737.15,0.5,0.0,2.0,28377.63,14188.82,298.0193,732,0.646667,112.6533,22021.6,9.7805,1,707,Good
APL00363,42,13.8,2,Bachelor,Single,29515.39,2459.62,0.84,28523.94,591.38,3,28674.65,Education,17099.01,1244.09,2,20.9,1,2,1,0,0,0.966409,0.240436,0.971515,7130.98,0.072758,15854.92,622.04,0.166667,1.0,5.5,29525.47,9841.82,142.0393,84,0.530769,215.1175,991.45,4.1591,0,680,Fair
APL00364,69,2.8,1,Bachelor,Married,46483.97,3873.66,1029.64,29716.34,775.78,2,22427.45,Personal,18402.85,11615.16,4,2.0,2,2,2,0,0,0.639281,0.200271,0.482477,9905.45,0.631161,6787.69,2903.79,0.142857,0.666667,7.0,58839.65,29419.82,30.0913,276,0.05283,21.4938,16767.63,4.9932,0,660,Fair
APL00365,63,3.8,2,Master,Single,90475.22,7539.6,60.34,22747.68,821.81,3,63502.25,Car,11812.69,1369.61,11,5.6,1,0,0,0,0,0.251424,0.108999,0.701875,5686.92,0.115944,10443.08,124.51,0.5,0.0,1.0,91199.3,30399.77,43.3688,693,0.080851,63.9119,67727.54,9.1744,1,736,Good
APL00366,68,0.3,0,Master,Single,51833.21,4319.43,291.1,12601.39,149.37,4,14967.64,Personal,7609.49,2778.03,14,16.8,0,1,0,0,0,0.243114,0.034581,0.288765,2520.28,0.365074,4831.46,198.43,0.333333,1.0,2.0,55326.41,55326.41,3.2567,952,0.005769,182.3775,39231.82,28.9177,1,733,Good
APL00367,57,0.3,1,Bachelor,Single,136057.06,11338.09,463.95,10305.32,353.87,6,6698.91,Home,13994.17,3218.72,11,14.1,0,1,2,0,0,0.075743,0.031211,0.049236,1472.19,0.230004,10775.45,292.61,0.333333,1.0,3.0,141624.46,70812.23,3.5463,627,0.007317,166.6738,125751.74,32.0403,1,760,Excellent
APL00368,60,9.3,2,High School,Married,69314.99,5776.25,639.77,5346.83,169.96,3,106112.37,Car,10935.53,3066.51,12,7.8,2,1,0,0,0,0.077138,0.029424,1.530872,1336.71,0.280417,7869.02,255.54,0.2,0.333333,4.0,76992.23,25664.08,103.6618,720,0.211364,86.9422,63968.16,33.9859,1,717,Good
APL00369,60,2.5,2,None,Single,14766.8,1230.57,270.99,14796.25,570.08,4,69536.13,Business,9514.17,3568.4,3,22.0,0,0,1,0,0,1.001994,0.463265,4.70895,2959.25,0.375062,5945.77,1189.47,1.0,0.0,0.5,18018.68,6006.23,24.0005,180,0.056818,211.2045,-29.45,2.1586,0,670,Fair
APL00370,30,7.9,3,High School,Married,24125.34,2010.44,127.07,8042.31,104.66,6,14443.85,Business,2529.84,754.0,10,12.5,0,0,0,0,1,0.333355,0.052058,0.5987,1148.9,0.298043,1775.84,75.4,1.0,0.0,1.5,25650.18,6412.54,79.7194,300,0.564286,126.1382,16083.03,19.2092,1,705,Good
APL00371,51,0.2,2,Master,Single,55821.16,4651.76,395.6,1194.86,12.87,1,21822.97,Car,4335.14,1958.26,2,4.5,1,1,3,0,0,0.021405,0.002767,0.390944,597.43,0.451718,2376.88,979.13,0.25,0.5,4.5,60568.36,20189.45,2.186,102,0.005714,49.1847,54626.3,361.4421,1,709,Good
APL00372,50,1.8,0,Bachelor,Divorced,61676.5,5139.71,201.23,18567.28,375.45,1,27286.68,Personal,19358.93,13843.22,5,5.7,0,0,1,0,0,0.301043,0.073049,0.442416,9283.64,0.715082,5515.71,2768.64,1.0,0.0,0.5,64091.26,64091.26,19.8534,250,0.052941,62.8691,43109.22,13.6895,1,712,Good
APL00373,49,4.4,3,Master,Divorced,64709.74,5392.48,134.69,26779.06,496.01,7,24085.58,Car,18723.51,6321.77,4,1.8,1,0,3,0,0,0.413834,0.091982,0.37221,3347.38,0.337638,12401.74,1580.44,0.5,0.0,2.5,66326.02,16581.5,48.7418,196,0.133333,19.9398,37930.68,10.8717,0,696,Fair
APL00374,40,0.8,0,Bachelor,Married,40503.89,3375.32,4.44,36897.42,1085.31,7,19411.62,Personal,15629.23,5672.42,11,20.1,1,2,2,0,0,0.91096,0.321543,0.479253,4612.18,0.362937,9956.81,515.67,0.166667,1.0,6.0,40557.17,40557.17,8.4873,440,0.033333,213.2445,3606.47,3.11,0,669,Fair
APL00375,53,5.2,1,High School,Single,71265.26,5938.77,500.13,43278.68,1180.38,6,6950.74,Car,26562.86,7626.35,13,13.3,2,2,1,0,0,0.60729,0.198758,0.097533,6182.67,0.287106,18936.51,586.64,0.142857,0.666667,6.5,77266.82,38633.41,58.1057,689,0.140541,148.6166,27986.58,5.0312,0,693,Fair
APL00376,21,5.2,2,Bachelor,Single,12000.0,1000.0,97.8,5103.37,199.79,6,11686.9,Education,3086.1,975.1,3,19.2,0,2,1,0,1,0.425281,0.19979,0.973908,729.05,0.315965,2111.0,325.03,0.2,2.0,6.0,13173.6,4391.2,48.8423,63,1.04,180.3407,6896.63,5.0053,0,679,Fair
APL00377,72,1.2,3,Bachelor,Single,32451.04,2704.25,241.8,4168.46,80.93,5,3684.6,Business,16969.42,2249.22,9,9.0,2,0,0,0,0,0.128454,0.029927,0.113543,694.74,0.132545,14720.2,249.91,0.333333,0.0,2.0,35352.64,8838.16,12.465,648,0.021429,93.4877,28282.58,33.4147,1,725,Good
APL00378,19,1.9,3,High School,Married,31720.14,2643.34,346.25,38608.01,645.77,6,60601.14,Education,6492.38,2280.3,10,21.6,0,0,1,0,0,1.217145,0.244301,1.910494,5515.43,0.351227,4212.08,228.03,1.0,0.0,0.5,35875.14,8968.78,19.693,190,0.633333,223.8784,-6887.87,4.0933,0,682,Fair
APL00379,34,8.8,2,Bachelor,Married,37811.44,3150.95,773.57,21862.44,544.93,0,18077.73,Home,15397.14,7072.6,9,11.4,4,0,2,0,0,0.578196,0.172941,0.478102,21862.44,0.459345,8324.54,785.84,0.2,0.0,5.0,47094.28,15698.09,92.7555,306,0.488889,120.1605,15949.0,5.7823,0,671,Fair
APL00380,43,2.4,2,Master,Divorced,50954.75,4246.23,560.92,36032.72,475.21,2,16997.54,Business,10707.77,1600.98,1,6.1,2,0,0,0,0,0.707151,0.111913,0.333581,12010.91,0.149516,9106.79,1600.98,0.333333,0.0,2.0,57685.79,19228.6,26.0129,43,0.088889,66.1161,14922.03,8.9355,1,707,Good
APL00381,20,0.6,0,High School,Married,64457.82,5371.48,242.16,7615.19,97.59,4,15226.94,Personal,9968.15,5145.03,11,6.4,1,1,0,0,0,0.118142,0.018168,0.236231,1523.04,0.516147,4823.12,467.73,0.25,0.5,3.0,67363.74,67363.74,6.6443,220,0.15,70.8722,56842.63,55.0413,1,712,Good
APL00382,22,10.7,1,High School,Married,81415.79,6784.65,234.59,9605.18,240.08,7,13238.5,Business,18476.78,5768.7,9,1.1,2,1,1,0,0,0.117977,0.035386,0.162604,1200.65,0.312213,12708.08,640.97,0.2,0.333333,4.5,84230.87,42115.44,120.9885,198,1.783333,12.4381,71810.61,28.26,1,722,Good
APL00383,22,4.3,2,Bachelor,Married,89493.32,7457.78,200.92,21590.76,559.5,4,20914.31,Car,9473.0,3116.32,3,20.2,0,1,0,0,1,0.241256,0.075022,0.233697,4318.15,0.328969,6356.68,1038.77,0.333333,1.0,3.5,91904.36,30634.79,49.0283,66,0.716667,230.319,67902.56,13.3294,1,721,Good
APL00384,63,2.6,0,Bachelor,Married,133653.9,11137.82,339.83,22586.67,479.85,7,26016.84,Medical,16792.98,4600.57,9,23.2,1,0,1,0,0,0.168994,0.043083,0.194658,2823.33,0.273958,12192.41,511.17,0.5,0.0,1.5,137731.86,137731.86,30.6878,567,0.055319,273.83,111067.23,23.211,1,767,Excellent
APL00385,37,8.9,2,High School,Married,58887.76,4907.31,1302.82,5412.1,63.8,7,8486.59,Car,10364.46,371.37,4,19.4,2,1,1,0,0,0.091905,0.013001,0.144115,676.51,0.035831,9993.09,92.84,0.2,0.333333,4.5,74521.6,24840.53,97.7523,148,0.42381,213.0781,53475.66,76.9171,1,732,Good
APL00386,21,5.4,0,Bachelor,Single,60680.26,5056.69,7.02,18746.3,285.39,1,52744.95,Personal,10502.54,5791.62,6,12.0,0,0,1,0,0,0.308936,0.056438,0.869227,9373.15,0.551449,4710.92,965.27,1.0,0.0,0.5,60764.5,60764.5,59.4723,126,1.08,132.1607,41933.96,17.7185,1,721,Good
APL00387,30,8.1,0,High School,Married,32245.32,2687.11,15.14,13015.23,292.04,4,13357.79,Business,14913.13,4559.85,2,3.0,2,1,0,0,1,0.403632,0.108682,0.414255,2603.05,0.305761,10353.28,2279.92,0.2,0.333333,5.5,32427.0,32427.0,84.0874,60,0.578571,31.1435,19230.09,9.2012,0,686,Fair
APL00388,62,9.6,3,Bachelor,Married,60559.75,5046.65,81.16,42807.89,793.24,2,34090.67,Home,14071.56,4523.68,11,1.0,0,0,1,0,0,0.70687,0.157181,0.562926,14269.3,0.321477,9547.88,411.24,1.0,0.0,0.5,61533.67,15383.42,105.7095,682,0.208696,11.0114,17751.86,6.3621,1,708,Good
APL00389,73,12.1,4,Master,Married,57404.99,4783.75,623.11,15089.71,452.14,2,28428.89,Car,16512.38,3957.68,11,23.9,1,2,0,0,0,0.262864,0.094516,0.495234,5029.9,0.23968,12554.7,359.79,0.166667,1.0,5.0,64882.31,12976.46,132.5906,803,0.212281,261.8939,42315.28,10.5802,1,712,Good
APL00390,29,3.5,0,High School,Divorced,74275.99,6189.67,369.55,1531.04,31.16,0,17601.36,Car,17646.33,3652.41,8,14.3,2,2,2,0,0,0.020613,0.005034,0.236972,1531.04,0.206978,13993.92,456.55,0.142857,0.666667,7.0,78710.59,78710.59,39.2544,232,0.269231,160.3825,72744.95,198.6415,1,720,Good
APL00391,57,1.7,4,Master,Married,56927.67,4743.97,260.31,19337.29,640.78,7,14826.79,Car,10562.31,4495.12,5,1.8,1,0,0,0,0,0.339682,0.135073,0.26045,2417.16,0.425581,6067.19,899.02,0.5,0.0,1.0,60051.39,12010.28,18.6142,285,0.041463,19.7092,37590.38,7.4034,1,711,Good
APL00392,65,32.9,2,High School,Married,41357.19,3446.43,228.22,9976.37,301.54,4,9648.31,Car,23957.98,10026.82,11,10.1,0,0,0,0,0,0.241225,0.087493,0.233292,1995.27,0.418517,13931.16,911.53,1.0,0.0,0.0,44095.83,14698.61,349.7278,715,0.671429,107.3633,31380.82,11.4294,1,731,Good
APL00393,47,6.6,3,Bachelor,Single,29963.25,2496.94,108.02,4807.26,53.97,1,32013.87,Education,16841.22,2931.93,7,13.6,2,0,2,0,0,0.160439,0.021614,1.068438,2403.63,0.174092,13909.29,418.85,0.333333,0.0,3.0,31259.49,7814.87,68.0312,329,0.212903,140.1855,25155.99,46.2653,1,717,Good
APL00394,30,12.7,2,Bachelor,Single,68833.83,5736.15,48.31,24504.55,354.75,7,21876.41,Medical,13186.55,2254.25,1,24.4,2,4,1,0,0,0.355996,0.061845,0.317815,3063.07,0.170951,10932.3,2254.25,0.090909,1.333333,10.5,69413.55,23137.85,141.4712,30,0.907143,271.8029,44329.28,16.1696,0,685,Fair
APL00395,56,5.5,1,High School,Married,37653.8,3137.82,232.59,25659.2,836.76,6,9283.72,Personal,14558.95,5737.15,4,12.7,3,1,3,0,1,0.68145,0.266669,0.246555,3665.6,0.394063,8821.8,1434.29,0.166667,0.25,8.0,40444.88,20222.44,57.9492,224,0.1375,133.8099,11994.6,3.75,0,663,Fair
APL00396,19,6.5,2,High School,Married,61462.11,5121.84,123.17,16633.35,260.95,3,15748.04,Education,10322.38,1395.63,4,8.0,0,2,2,0,0,0.270628,0.050948,0.256224,4158.34,0.135204,8926.75,348.91,0.2,2.0,5.0,62940.15,20980.05,71.6703,76,2.166667,88.2095,44828.76,19.6277,0,702,Good
APL00397,18,2.3,0,Master,Married,79692.93,6641.08,8.39,52068.82,1799.08,4,48045.8,Home,18378.44,3878.97,9,18.8,4,1,1,0,0,0.653368,0.270902,0.602887,10413.76,0.211061,14499.47,431.0,0.142857,0.2,6.5,79793.61,79793.61,25.9577,162,1.15,212.1758,27624.11,3.6914,0,693,Fair
APL00398,23,11.3,1,High School,Single,13716.66,1143.06,352.21,19004.18,232.33,6,18500.94,Car,16086.88,3536.8,13,11.9,0,2,1,0,0,1.385482,0.203253,1.348793,2714.88,0.219856,12550.08,272.06,0.2,2.0,4.5,17943.18,8971.59,107.6488,299,1.614286,113.3646,-5287.52,4.92,0,646,Poor
APL00399,53,2.0,4,Bachelor,Single,35964.79,2997.07,688.86,15883.76,180.17,1,18385.24,Education,30791.02,14113.05,5,17.7,2,0,1,0,0,0.441648,0.060115,0.511201,7941.88,0.45835,16677.97,2822.61,0.333333,0.0,2.5,44231.11,8846.22,20.9806,265,0.054054,185.6787,20081.03,16.6347,1,709,Good
APL00400,22,18.1,0,High School,Married,23339.74,1944.98,1009.93,24655.12,621.94,2,9999.07,Business,17835.57,5159.79,7,14.2,2,0,1,0,0,1.056358,0.319767,0.428414,8218.37,0.289298,12675.78,737.11,0.333333,0.0,2.5,35458.9,35458.9,182.049,154,3.016667,142.823,-1315.38,3.1273,0,678,Fair
APL00401,73,5.8,4,Bachelor,Single,85530.58,7127.55,49.66,13873.91,191.03,4,40590.46,Home,15008.66,9436.51,14,6.0,1,0,0,0,0,0.16221,0.026802,0.474572,2774.78,0.628738,5572.15,674.04,0.5,0.0,1.0,86126.5,17225.3,65.8685,1022,0.101754,68.1398,71656.67,37.3112,1,721,Good
APL00402,75,0.9,1,Master,Single,39761.28,3313.44,620.78,26248.9,392.42,1,5716.14,Car,13319.41,6399.93,12,10.5,4,0,1,0,1,0.660162,0.118433,0.143761,13124.45,0.480497,6919.48,533.33,0.2,0.0,6.0,47210.64,23605.32,9.5316,900,0.015254,111.2021,13512.38,8.4436,0,674,Fair
APL00403,38,8.2,2,Master,Married,48276.37,4023.03,73.7,11873.68,315.06,6,30789.66,Medical,12337.81,2637.76,5,7.0,0,0,1,0,0,0.245952,0.078314,0.637779,1696.24,0.213795,9700.05,527.55,1.0,0.0,0.5,49160.77,16386.92,88.4347,190,0.372727,75.493,36402.69,12.7691,1,725,Good
APL00404,66,2.0,0,High School,Divorced,68523.87,5710.32,88.17,33874.44,883.68,3,35132.32,Business,11922.69,2867.45,13,1.2,2,1,1,0,0,0.494345,0.154751,0.512702,8468.61,0.240504,9055.24,220.57,0.2,0.333333,4.5,69581.91,69581.91,22.2699,858,0.04,13.3619,34649.43,6.462,1,713,Good
APL00405,28,0.2,2,Bachelor,Divorced,54175.73,4514.64,522.41,34700.39,1089.98,0,17376.1,Business,7350.5,4003.58,12,9.8,1,0,3,1,0,0.640515,0.241432,0.320736,34700.39,0.544668,3346.92,333.63,0.5,0.0,5.5,60444.65,20148.22,2.18,336,0.016667,106.8201,19475.34,4.1419,0,665,Fair
APL00406,58,4.6,0,High School,Married,23238.52,1936.54,1186.83,2980.15,98.08,4,51113.24,Medical,10406.23,1694.62,10,19.2,0,1,2,0,0,0.128242,0.050647,2.199505,596.03,0.162847,8711.61,169.46,0.333333,1.0,3.0,37480.48,37480.48,46.2466,580,0.109524,193.0293,20258.37,19.7445,1,717,Good
APL00407,70,4.6,2,High School,Married,20184.98,1682.08,116.96,11081.04,188.68,3,18179.36,Car,4409.15,1996.58,8,21.8,0,0,2,0,0,0.548975,0.112171,0.900638,2770.26,0.452827,2412.57,249.57,1.0,0.0,1.0,21588.5,7196.17,45.5986,560,0.085185,216.0978,9103.94,8.915,1,706,Good
APL00408,24,3.6,2,Bachelor,Single,52018.68,4334.89,73.5,154496.44,5258.44,0,46000.01,Home,20584.25,4570.52,11,21.8,1,2,3,0,1,2.970018,1.21305,0.884298,154496.44,0.22204,16013.73,415.5,0.166667,1.0,8.0,52900.68,17633.56,39.0938,264,0.45,236.7344,-102477.76,0.8244,0,584,Very Poor
APL00409,74,10.2,2,High School,Single,63601.25,5300.1,308.43,19167.89,562.32,2,72816.0,Car,15439.44,4799.99,9,13.4,0,0,1,0,1,0.301376,0.106096,1.144883,6389.3,0.310891,10639.45,533.33,1.0,0.0,2.0,67302.41,22434.14,112.8161,666,0.175862,148.2094,44433.36,9.4254,1,712,Good
APL00410,38,0.5,3,High School,Single,74599.1,6216.59,562.61,4286.55,66.76,5,31550.88,Education,13613.4,3122.18,9,3.6,2,1,0,1,0,0.057461,0.010739,0.422939,714.42,0.229346,10491.22,346.91,0.2,0.333333,7.0,81350.42,20337.61,5.6099,342,0.022727,40.3916,70312.55,93.1185,0,691,Fair
APL00411,45,0.3,0,Bachelor,Married,164155.68,13679.64,359.79,13367.21,218.6,5,28560.43,Car,8543.42,279.29,6,18.6,0,1,2,0,1,0.08143,0.01598,0.173984,2227.87,0.032691,8264.13,46.55,0.333333,1.0,4.5,168473.16,168473.16,3.6026,270,0.010345,223.3595,150788.47,62.5784,1,756,Excellent
APL00412,45,0.7,4,Bachelor,Single,13763.15,1146.93,373.49,13174.38,219.96,0,44661.13,Business,13073.03,7676.1,13,24.5,4,0,0,0,0,0.957221,0.191782,3.244979,13174.38,0.587171,5396.93,590.47,0.2,0.0,4.0,18245.03,3649.01,6.6709,585,0.024138,233.4807,588.77,5.2143,0,637,Poor
APL00413,37,1.0,2,Master,Single,39938.36,3328.2,37.06,10799.42,405.41,4,14905.24,Business,22655.91,852.42,13,20.2,3,0,2,0,0,0.270402,0.121811,0.373206,2159.88,0.037625,21803.49,65.57,0.25,0.0,4.0,40383.08,13461.03,10.5951,481,0.047619,214.0214,29138.94,8.2095,1,716,Good
APL00414,56,8.0,0,High School,Single,99700.19,8308.35,31.55,10675.65,133.12,3,23394.26,Car,2335.01,791.67,9,11.6,3,0,2,0,1,0.107078,0.016022,0.234646,2668.91,0.339044,1543.34,87.96,0.25,0.0,5.5,100078.79,100078.79,92.0795,504,0.2,133.5152,89024.54,62.4125,1,713,Good
APL00415,20,10.7,0,Bachelor,Single,50085.41,4173.78,410.74,13894.1,284.0,5,3917.53,Home,16386.36,7273.39,3,20.5,0,0,1,0,0,0.277408,0.068044,0.078217,2315.68,0.443869,9112.97,2424.46,1.0,0.0,0.5,55014.29,55014.29,115.7901,60,2.675,221.8409,36191.31,14.6964,1,729,Good
APL00416,57,2.1,1,None,Married,45680.35,3806.7,1767.54,5157.69,196.09,7,14894.78,Personal,11045.53,6008.89,8,11.9,0,0,1,0,0,0.112908,0.051512,0.326065,644.71,0.544011,5036.64,751.11,1.0,0.0,0.5,66890.83,33445.42,22.5318,456,0.05122,127.6804,40522.66,19.413,1,735,Good
APL00417,46,0.1,1,PhD,Married,38472.63,3206.05,290.96,4885.61,151.39,4,14419.7,Education,2245.47,579.82,10,9.2,4,1,1,0,0,0.126989,0.04722,0.374804,977.12,0.258218,1665.65,57.98,0.142857,0.2,6.5,41964.15,20982.07,1.0558,460,0.003333,97.1311,33587.02,21.1774,0,700,Good
APL00418,74,4.6,0,High School,Single,48560.58,4046.72,176.87,14788.14,225.43,2,8430.78,Home,15146.43,6338.21,7,4.6,2,0,2,0,0,0.30453,0.055707,0.173614,4929.38,0.418462,8808.22,905.46,0.333333,0.0,3.0,50683.02,50683.02,49.6367,518,0.07931,49.6367,33772.44,17.9511,1,710,Good
APL00419,49,1.9,3,Bachelor,Married,79126.53,6593.88,1502.92,5344.77,81.16,5,59663.9,Medical,10672.24,1883.65,11,22.4,3,1,3,0,0,0.067547,0.012308,0.754032,890.8,0.1765,8788.59,171.24,0.166667,0.25,6.5,97161.57,24290.39,21.4298,539,0.057576,252.6455,73781.76,81.2454,1,720,Good
APL00420,19,0.5,0,Bachelor,Married,39558.41,3296.53,861.76,50568.43,1303.96,0,9889.86,Home,15221.81,5640.92,2,9.1,1,0,1,0,0,1.278323,0.395555,0.250007,50568.43,0.370581,9580.89,2820.46,0.5,0.0,1.5,49899.53,49899.53,5.2928,38,0.166667,96.3286,-11010.02,2.5281,0,682,Fair
APL00421,27,6.1,3,High School,Single,54899.87,4574.99,232.58,7304.45,276.7,2,5347.74,Medical,13652.84,4033.81,12,6.6,1,0,1,0,0,0.13305,0.060481,0.097409,2434.82,0.295456,9619.03,336.15,0.5,0.0,1.5,57690.83,14422.71,66.571,324,0.554545,72.0277,47595.42,16.5341,1,723,Good
APL00422,33,2.4,1,Master,Single,82629.33,6885.78,177.09,15023.54,529.81,6,12143.36,Car,9696.02,3401.75,10,0.5,4,2,2,0,0,0.181818,0.076943,0.146962,2146.22,0.35084,6294.27,340.17,0.111111,0.4,9.0,84754.41,42377.2,27.1731,330,0.141176,5.6611,67605.79,12.9967,0,682,Fair
APL00423,61,6.9,0,Master,Single,170694.63,14224.55,93.41,12756.56,399.86,5,44768.73,Home,16264.62,12416.18,6,15.2,3,0,7,1,0,0.074733,0.028111,0.262274,2126.09,0.763386,3848.44,2069.36,0.25,0.0,9.5,171815.55,171815.55,83.1287,366,0.153333,183.1241,157938.07,35.5738,1,705,Good
APL00424,74,11.2,1,Master,Divorced,68060.13,5671.68,841.14,49737.98,717.25,5,50393.76,Home,7672.45,3388.92,1,10.6,4,0,0,0,1,0.730795,0.126462,0.74043,8289.66,0.4417,4283.53,3388.92,0.2,0.0,5.5,78153.81,39076.9,124.6354,74,0.193103,117.9585,18322.15,7.9075,0,685,Fair
APL00425,49,4.9,1,High School,Married,92021.97,7668.5,403.33,18004.4,252.58,5,14696.97,Home,12694.29,525.04,4,21.0,1,0,0,0,0,0.195653,0.032937,0.159712,3000.73,0.04136,12169.25,131.26,0.5,0.0,1.0,96861.93,48430.96,56.006,196,0.148485,240.0257,74017.57,30.3607,1,757,Excellent
APL00426,65,4.3,2,High School,Single,16825.25,1402.1,629.68,7931.44,208.47,5,20781.4,Car,26461.35,3309.05,4,8.4,4,0,0,2,0,0.471401,0.148684,1.235132,1321.91,0.125052,23152.3,827.26,0.2,0.0,10.0,24381.41,8127.14,41.842,260,0.087755,81.7378,8893.81,6.7257,0,626,Poor
APL00427,54,19.0,2,None,Single,28563.42,2380.28,109.41,7943.13,281.43,5,56470.88,Home,16470.69,9299.49,12,8.3,0,0,2,0,0,0.278087,0.118234,1.977035,1323.86,0.564608,7171.2,774.96,1.0,0.0,1.0,29876.34,9958.78,194.9384,648,0.5,85.1573,20620.29,8.4578,0,702,Good
APL00428,49,4.4,0,PhD,Married,44401.19,3700.1,1411.04,16583.75,421.03,5,30640.55,Business,18770.96,1974.28,13,10.2,2,1,1,0,0,0.373498,0.113789,0.690084,2763.96,0.105177,16796.68,151.87,0.2,0.333333,4.5,61333.67,61333.67,47.0846,637,0.133333,109.1506,27817.44,8.7882,0,702,Good
APL00429,41,2.7,1,Bachelor,Married,32880.42,2740.04,407.52,38187.05,1487.47,1,21355.44,Home,19944.5,5682.5,10,9.7,3,0,5,0,0,1.161392,0.542864,0.649488,19093.53,0.284916,14262.0,568.25,0.25,0.0,5.5,37770.66,18885.33,28.0818,410,0.108,100.8864,-5306.63,1.8421,0,659,Fair
APL00430,29,17.4,2,Master,Married,43959.65,3663.3,117.82,27447.73,812.19,4,26997.71,Medical,4139.26,1377.28,10,10.6,0,1,0,0,0,0.624385,0.22171,0.614148,5489.55,0.332736,2761.98,137.73,0.333333,1.0,2.0,45373.49,15124.5,186.0243,290,1.338462,113.3251,16511.92,4.5104,0,700,Good
APL00431,22,2.6,1,High School,Married,109460.32,9121.69,422.86,32227.0,509.92,6,22622.01,Personal,25448.16,12553.28,4,12.8,2,2,1,0,0,0.294417,0.055902,0.206669,4603.86,0.493288,12894.88,3138.32,0.142857,0.666667,6.5,114534.64,57267.32,30.1686,88,0.433333,148.5226,77233.32,17.8885,1,711,Good
APL00432,33,19.0,4,High School,Single,79935.36,6661.28,636.16,5101.74,194.9,0,29242.27,Personal,22615.04,6918.78,12,20.4,0,0,2,0,0,0.063823,0.029259,0.365824,5101.74,0.305937,15696.26,576.56,1.0,0.0,1.0,87569.28,17513.86,214.4907,396,1.117647,230.2953,74833.62,34.1779,1,746,Good
APL00433,23,0.7,0,Bachelor,Married,93603.49,7800.29,1021.52,5650.73,203.6,0,26284.33,Business,9281.97,2083.94,10,24.9,3,0,1,0,1,0.060369,0.026102,0.280805,5650.73,0.224515,7198.03,208.39,0.25,0.0,5.0,105861.73,105861.73,8.0128,230,0.1,285.0262,87952.76,38.3118,1,735,Good
APL00434,70,3.0,0,High School,Divorced,19125.18,1593.76,303.99,46416.78,852.33,0,10218.43,Car,23464.86,4598.15,5,11.0,2,0,2,0,1,2.426998,0.534792,0.534292,46416.78,0.195959,18866.71,919.63,0.333333,0.0,4.5,22773.06,22773.06,29.5764,350,0.055556,108.4469,-27291.6,1.8699,0,602,Poor
